,Real classes,KNN,Logistic Regression,Decision Tree,Random Forest,SVM,GNBC,BNBC
47930,8,8,8,8,8,8,8,8
47931,9,9,9,9,9,9,9,9
47932,1,1,1,1,1,1,1,1
47933,2,2,2,2,2,2,2,2
47934,7,7,7,7,7,7,7,7
47935,3,3,5,3,3,3,3,3
47936,7,7,7,7,7,7,7,7
47937,5,5,5,5,5,5,5,5
47938,5,5,5,5,5,5,5,5
47939,4,4,4,4,4,4,4,4
47940,4,4,4,4,4,4,4,4
47941,1,1,1,1,1,1,1,1
47942,9,9,9,9,9,9,9,9
47943,3,3,3,3,3,3,3,3
47944,0,0,0,0,0,0,0,2
47945,2,2,2,2,2,2,2,2
47946,4,4,4,4,4,4,4,4
47947,6,6,6,6,6,6,6,6
47948,3,3,3,3,3,3,3,3
47949,6,6,6,6,6,6,6,6
47950,9,9,9,9,9,9,9,9
47951,9,9,9,9,9,9,9,9
47952,7,7,7,7,7,7,7,7
47953,6,6,6,6,6,6,6,6
47954,5,5,5,5,5,5,5,5
47955,6,6,6,6,6,6,6,6
47956,1,1,1,1,1,1,1,1
47957,7,7,7,7,7,7,7,7
47958,5,5,5,5,5,5,5,5
47959,1,1,1,1,1,1,1,1
47960,2,2,2,2,2,2,2,2
47961,9,9,9,9,9,9,0,9
47962,8,8,8,8,8,8,8,8
47963,5,5,5,5,5,5,5,5
47964,6,6,6,6,6,6,6,6
47965,9,9,9,9,9,9,9,9
47966,2,2,2,2,2,2,2,2
47967,9,9,9,9,9,9,9,9
47968,1,1,1,1,1,1,1,1
47969,1,1,1,1,1,1,1,1
47970,3,3,3,3,3,3,3,3
47971,8,8,8,8,8,8,8,8
47972,1,1,1,1,1,1,1,1
47973,8,8,8,8,8,8,8,8
47974,1,1,1,1,1,1,1,1
47975,6,6,6,6,6,6,6,6
47976,7,7,7,7,7,7,7,7
47977,9,9,9,9,9,9,9,9
47978,3,3,3,3,3,3,3,3
47979,9,9,9,9,9,9,9,9
47980,7,7,7,7,7,7,7,7
47981,1,1,1,1,1,1,1,1
47982,9,9,9,9,9,9,9,9
47983,9,9,9,9,9,9,9,9
47984,0,0,0,0,0,0,0,3
47985,8,8,8,8,8,8,8,8
47986,4,4,4,4,4,4,4,4
47987,8,8,8,8,8,8,8,8
47988,6,6,6,6,6,6,6,6
47989,2,2,2,2,2,2,2,2
47990,1,1,1,1,1,1,1,1
47991,4,4,4,4,4,4,4,4
47992,2,2,2,2,2,2,2,2
47993,2,2,2,2,2,2,2,2
47994,5,5,5,5,5,5,5,5
47995,1,1,1,1,1,1,1,9
47996,3,3,3,3,3,3,3,3
47997,5,4,4,5,5,5,5,5
47998,8,8,8,8,8,8,8,8
47999,7,7,7,7,7,7,7,7
48000,2,2,2,2,2,2,2,2
48001,9,9,9,9,9,9,9,9
48002,4,4,4,4,4,4,4,4
48003,4,4,4,4,4,4,4,4
48004,9,9,9,9,9,9,9,9
48005,1,1,1,1,1,1,1,1
48006,6,3,6,6,6,6,3,3
48007,1,1,1,1,1,1,1,1
48008,2,2,2,2,2,2,2,2
48009,1,1,1,1,1,1,1,1
48010,1,1,1,1,1,1,1,1
48011,4,4,4,4,4,4,4,7
48012,9,9,9,9,9,9,9,9
48013,2,2,2,2,2,2,2,2
48014,3,3,3,3,3,3,5,5
48015,9,5,9,9,9,9,5,5
48016,1,1,1,1,1,1,1,1
48017,8,8,8,8,8,8,8,8
48018,0,0,0,0,0,0,0,0
48019,7,7,7,7,7,7,7,7
48020,4,4,4,4,4,4,4,4
48021,4,4,4,4,4,4,4,4
48022,7,7,7,7,7,7,7,7
48023,9,9,9,9,9,9,9,9
48024,6,0,6,6,6,6,3,3
48025,0,0,0,0,0,0,0,0
48026,7,7,7,7,7,7,7,5
48027,5,5,5,5,5,5,5,3
48028,6,6,6,6,6,6,3,3
48029,8,1,8,8,8,8,1,8
48030,9,9,9,9,9,9,3,3
48031,4,4,4,4,4,4,4,4
48032,7,7,7,7,7,7,7,7
48033,8,8,8,8,8,8,8,8
48034,6,6,6,6,6,6,6,6
48035,4,4,4,4,4,4,4,4
48036,9,9,9,9,9,9,9,9
48037,0,0,0,0,0,0,0,0
48038,1,1,1,1,1,1,1,1
48039,5,5,5,5,5,5,5,5
48040,4,4,4,4,4,4,4,4
48041,1,1,1,1,1,1,1,1
48042,1,1,1,1,1,1,1,1
48043,5,5,5,5,5,5,5,5
48044,9,9,9,9,9,9,9,9
48045,3,3,3,3,3,3,3,7
48046,1,1,1,1,1,1,1,1
48047,2,2,2,2,2,2,2,3
48048,9,8,8,9,9,8,8,8
48049,9,9,9,9,9,9,9,9
48050,3,3,3,3,3,3,3,3
48051,0,0,0,0,0,0,0,0
48052,1,1,1,1,1,1,1,1
48053,8,8,8,8,8,8,8,8
48054,2,2,2,2,2,2,2,2
48055,0,0,0,0,0,0,0,0
48056,5,3,3,5,5,3,3,3
48057,2,4,4,2,2,4,4,4
48058,4,4,4,4,4,4,4,4
48059,9,9,9,9,9,9,9,9
48060,8,8,8,8,8,8,8,8
48061,2,2,2,2,2,2,2,2
48062,5,5,5,5,5,5,5,5
48063,9,9,9,9,9,9,9,9
48064,3,3,3,3,3,3,3,3
48065,9,9,9,9,9,9,9,9
48066,2,2,2,2,2,2,2,2
48067,2,2,2,2,2,2,2,5
48068,5,5,5,5,5,5,5,5
48069,4,4,4,4,4,4,4,4
48070,2,2,2,2,2,2,2,2
48071,7,7,7,7,7,7,2,2
48072,5,3,5,5,5,5,3,3
48073,8,8,8,8,8,0,0,8
48074,1,1,1,1,1,1,1,1
48075,4,4,4,4,4,4,4,4
48076,8,8,8,8,8,8,8,8
48077,6,6,6,6,6,6,6,6
48078,7,7,7,7,7,7,7,7
48079,4,4,4,4,4,4,4,4
48080,9,9,9,9,9,9,9,9
48081,8,8,8,8,8,8,8,8
48082,7,7,7,7,7,7,7,7
48083,4,7,7,4,4,7,7,7
48084,6,6,6,6,6,6,6,6
48085,7,7,7,7,7,7,7,0
48086,5,5,5,5,5,5,5,5
48087,7,7,7,7,7,7,7,7
48088,5,5,5,5,5,5,5,5
48089,4,4,4,4,4,4,4,4
48090,0,0,0,0,0,0,0,0
48091,8,8,8,8,8,8,8,8
48092,9,9,9,9,9,9,9,9
48093,2,2,2,2,2,2,2,2
48094,8,8,8,8,8,8,8,8
48095,5,5,5,5,5,5,5,5
48096,5,5,5,5,5,5,5,5
48097,9,9,9,9,9,9,9,8
48098,9,9,9,9,9,9,9,9
48099,8,8,8,8,8,8,8,8
48100,0,0,0,0,0,0,0,0
48101,2,2,2,2,2,2,2,2
48102,8,8,8,8,8,8,8,8
48103,5,5,5,5,5,5,5,5
48104,7,7,7,7,7,7,7,7
48105,0,0,0,0,0,0,0,0
48106,2,2,2,2,2,2,2,2
48107,5,5,5,5,5,5,5,5
48108,5,5,5,5,5,5,5,5
48109,3,3,3,3,3,3,3,3
48110,5,5,5,5,5,5,5,5
48111,5,5,5,5,5,5,5,5
48112,0,0,0,0,0,0,0,0
48113,0,0,0,0,0,0,0,0
48114,9,9,9,9,9,9,9,9
48115,0,0,0,0,0,0,0,0
48116,6,6,6,6,6,6,6,6
48117,6,6,6,6,6,6,6,6
48118,0,0,0,0,0,0,0,0
48119,6,6,6,6,6,6,6,6
48120,9,9,9,9,9,9,0,1
48121,5,5,5,5,5,5,3,3
48122,3,6,3,3,3,6,6,6
48123,1,1,1,1,1,1,1,1
48124,2,2,2,2,2,2,2,2
48125,2,2,2,2,2,2,2,2
48126,2,2,2,2,2,2,2,2
48127,8,8,8,8,8,8,8,8
48128,0,0,0,0,0,0,0,0
48129,3,3,3,3,3,3,3,3
48130,4,4,4,4,4,4,4,4
48131,0,0,0,0,0,0,0,0
48132,0,0,0,0,0,0,0,0
48133,0,0,0,0,0,0,0,0
48134,3,3,3,3,3,3,3,3
48135,6,6,6,6,6,6,6,6
48136,2,2,2,2,2,2,2,2
48137,8,8,8,8,8,8,8,8
48138,0,0,0,0,0,0,0,0
48139,7,7,7,7,7,7,7,7
48140,4,4,4,4,4,4,4,4
48141,0,0,0,0,0,0,0,0
48142,0,0,0,0,0,0,3,3
48143,5,5,5,5,5,5,5,5
48144,6,6,6,6,6,6,6,6
48145,2,2,2,2,2,2,2,2
48146,0,0,0,0,0,0,0,0
48147,7,8,7,7,7,7,8,8
48148,4,4,4,4,4,4,4,4
48149,0,0,0,0,0,0,0,0
48150,9,9,9,9,9,9,9,9
48151,7,7,7,7,7,7,7,7
48152,5,5,5,5,5,5,3,3
48153,9,9,9,9,9,9,9,9
48154,5,5,5,5,5,5,5,5
48155,0,0,0,0,0,0,0,0
48156,4,4,4,4,4,4,4,4
48157,1,1,1,1,1,1,1,1
48158,6,6,6,6,6,6,6,6
48159,3,3,3,3,3,3,3,3
48160,4,4,4,4,4,4,4,4
48161,9,9,9,9,9,9,9,9
48162,2,2,2,2,2,2,2,2
48163,7,7,7,7,7,7,7,7
48164,9,9,9,9,9,9,1,9
48165,3,5,3,3,3,3,3,3
48166,9,9,9,9,9,9,9,9
48167,7,7,7,7,7,7,7,7
48168,5,5,5,5,5,5,5,5
48169,2,2,2,2,2,2,2,2
48170,3,3,3,3,3,3,3,3
48171,7,7,7,7,7,7,7,7
48172,5,5,5,5,5,5,5,5
48173,1,1,1,1,1,1,1,1
48174,1,1,1,1,1,1,0,1
48175,2,2,2,2,2,2,3,3
48176,0,0,0,0,0,0,0,0
48177,3,4,3,3,3,3,3,3
48178,4,4,4,4,4,4,4,4
48179,9,9,9,9,9,9,9,9
48180,7,0,7,7,7,7,3,3
48181,5,5,5,5,5,5,5,5
48182,7,7,7,7,7,7,7,7
48183,0,0,0,0,0,0,8,0
48184,0,0,0,0,0,0,0,0
48185,8,8,8,8,8,8,8,8
48186,9,9,9,9,9,9,9,9
48187,5,5,5,5,5,5,5,5
48188,7,7,7,7,7,7,7,0
48189,4,4,4,4,4,4,3,3
48190,9,9,9,9,9,9,9,9
48191,3,3,3,3,3,3,3,3
48192,8,8,8,8,8,8,8,8
48193,9,9,9,9,9,9,9,9
48194,7,7,7,7,7,7,7,7
48195,2,2,2,2,2,2,2,2
48196,4,4,4,4,4,4,2,2
48197,9,9,9,9,9,9,9,9
48198,5,5,5,5,5,5,5,5
48199,3,3,3,3,3,3,3,3
48200,8,8,8,8,8,8,8,8
48201,0,0,0,0,0,0,0,0
48202,0,0,0,0,0,0,0,0
48203,8,8,8,8,8,8,8,8
48204,2,2,2,2,2,2,2,2
48205,9,9,9,9,9,9,9,9
48206,9,9,9,9,9,9,9,9
48207,0,0,0,0,0,0,0,0
48208,3,3,3,3,3,3,3,3
48209,8,8,8,8,8,8,8,8
48210,5,5,5,5,5,5,5,5
48211,7,7,7,7,7,7,7,7
48212,3,3,3,3,3,3,3,3
48213,0,0,0,0,0,0,0,0
48214,9,9,9,9,9,9,9,9
48215,9,9,9,9,9,9,9,9
48216,4,4,4,4,4,4,4,4
48217,0,0,0,0,0,0,0,0
48218,8,8,8,8,8,8,8,8
48219,7,7,7,7,7,7,7,7
48220,1,1,1,1,1,1,1,1
48221,9,9,9,9,9,9,9,9
48222,8,8,8,8,8,8,8,8
48223,8,8,8,8,8,8,8,8
48224,4,4,4,4,4,4,4,4
48225,5,5,5,5,5,5,5,5
48226,2,2,2,2,2,2,2,0
48227,5,5,5,5,5,5,5,5
48228,7,2,7,7,7,7,3,3
48229,6,6,6,6,6,6,6,6
48230,9,9,9,9,9,9,9,9
48231,3,3,3,3,3,3,3,3
48232,0,0,0,0,0,0,0,0
48233,3,3,3,3,3,3,3,3
48234,9,1,9,9,9,9,1,9
48235,9,9,9,9,9,9,9,9
48236,7,7,7,7,7,7,3,0
48237,7,7,7,7,7,7,7,7
48238,5,5,5,5,5,5,5,5
48239,8,8,8,8,8,8,8,8
48240,1,1,1,1,1,1,1,1
48241,7,7,7,7,7,7,7,5
48242,5,5,5,5,5,5,5,5
48243,7,7,7,7,7,7,7,7
48244,1,1,1,1,1,1,1,1
48245,2,8,2,2,2,2,2,2
48246,3,3,3,3,3,3,3,3
48247,5,5,5,5,5,5,5,5
48248,6,6,6,6,6,6,6,6
48249,9,9,9,9,9,9,9,9
48250,0,0,0,0,0,0,0,0
48251,5,5,5,5,5,5,3,3
48252,5,5,5,5,5,5,5,5
48253,2,2,2,2,2,2,2,2
48254,1,1,1,1,1,1,1,1
48255,3,3,3,3,3,3,3,3
48256,8,8,8,8,8,8,8,8
48257,3,3,3,3,3,3,3,3
48258,2,6,2,2,2,2,6,6
48259,0,0,0,0,0,0,0,0
48260,8,8,8,8,8,8,8,8
48261,3,3,3,3,3,3,3,3
48262,0,0,0,0,0,0,0,1
48263,2,2,2,2,2,2,3,2
48264,3,3,3,3,3,3,3,3
48265,4,4,4,4,4,4,4,4
48266,8,8,8,8,8,8,8,8
48267,4,4,4,4,4,4,4,4
48268,8,8,8,8,8,8,0,0
48269,4,4,4,4,4,4,4,4
48270,3,3,3,3,3,3,3,3
48271,5,5,5,5,5,5,5,7
48272,8,8,8,8,8,8,8,8
48273,3,3,3,3,3,3,3,3
48274,9,9,9,9,9,9,9,9
48275,2,2,2,2,2,2,2,2
48276,3,3,3,3,3,3,3,3
48277,6,6,6,6,6,6,6,6
48278,9,9,9,9,9,9,9,9
48279,1,1,1,1,1,1,1,1
48280,2,2,2,2,2,2,2,2
48281,6,6,6,6,6,6,6,6
48282,5,5,5,5,5,5,5,5
48283,0,0,0,0,0,0,0,0
48284,1,1,1,1,1,1,1,1
48285,3,3,3,3,3,3,3,3
48286,7,7,7,7,7,7,7,7
48287,6,6,6,6,6,6,3,3
48288,8,8,8,8,8,8,8,8
48289,1,9,1,1,1,1,9,9
48290,8,8,8,8,8,8,8,8
48291,9,9,9,9,9,9,9,9
48292,3,3,3,3,3,3,3,3
48293,7,7,7,7,7,7,7,7
48294,6,6,6,6,6,6,6,6
48295,7,7,7,7,7,7,7,7
48296,5,5,5,5,5,5,5,5
48297,6,6,6,6,6,6,6,6
48298,4,4,4,4,4,4,4,4
48299,4,4,4,4,4,4,4,4
48300,0,0,0,0,0,0,0,0
48301,5,5,5,5,5,5,5,5
48302,3,4,3,3,3,3,4,4
48303,5,5,5,5,5,5,5,5
48304,6,6,6,6,6,6,6,6
48305,4,4,4,4,4,4,4,4
48306,9,1,9,9,9,9,1,1
48307,3,3,3,3,3,3,3,3
48308,0,0,0,0,0,0,0,0
48309,9,9,9,9,9,9,9,9
48310,2,2,2,2,2,2,2,2
48311,7,7,7,7,7,7,8,8
48312,5,5,5,5,5,5,5,5
48313,2,2,2,2,2,2,2,2
48314,1,1,1,1,1,1,1,1
48315,3,3,3,3,3,3,3,3
48316,4,4,4,4,4,4,4,4
48317,0,0,0,0,0,0,0,0
48318,9,9,9,9,9,9,9,9
48319,5,5,5,5,5,5,5,5
48320,4,4,4,4,4,4,4,4
48321,2,2,2,2,2,2,2,2
48322,4,4,4,4,4,4,4,4
48323,3,3,3,3,3,3,3,3
48324,1,1,1,1,1,1,1,1
48325,5,5,5,5,5,5,5,5
48326,3,3,3,3,3,3,3,3
48327,0,0,0,0,0,0,0,0
48328,0,0,0,0,0,0,0,0
48329,1,1,1,1,1,1,1,1
48330,8,0,8,8,8,0,0,0
48331,4,7,4,4,4,4,7,7
48332,9,9,9,9,9,9,9,9
48333,2,2,2,2,2,2,2,2
48334,9,9,9,9,9,9,9,9
48335,9,9,9,9,9,9,9,9
48336,5,2,5,5,5,3,3,3
48337,8,8,8,8,8,8,8,8
48338,7,7,7,7,7,7,7,7
48339,3,3,3,3,3,4,6,3
48340,9,9,9,9,9,9,9,9
48341,0,0,0,0,0,0,0,0
48342,0,0,0,0,0,0,0,0
48343,2,2,2,2,2,2,2,2
48344,2,2,2,2,2,2,2,2
48345,5,5,5,5,5,5,5,5
48346,9,9,9,9,9,9,9,9
48347,6,6,6,6,6,6,6,6
48348,9,9,9,9,9,9,9,9
48349,5,5,5,5,5,5,5,5
48350,7,7,7,7,7,7,7,7
48351,0,0,0,0,0,0,0,0
48352,6,6,6,6,6,6,6,6
48353,1,1,1,1,1,1,1,1
48354,0,0,0,0,0,0,0,0
48355,5,5,5,5,5,5,5,5
48356,9,9,9,9,9,9,9,9
48357,1,1,1,1,1,1,1,1
48358,1,1,1,1,1,1,1,1
48359,6,6,6,6,6,6,6,6
48360,3,5,3,3,3,5,3,3
48361,0,0,0,0,0,0,0,0
48362,3,3,3,3,3,3,3,3
48363,8,8,8,8,8,8,8,8
48364,3,5,3,3,3,3,3,3
48365,5,5,5,5,5,5,5,5
48366,3,3,3,3,3,3,3,3
48367,6,4,6,6,6,6,6,6
48368,8,8,8,8,8,8,8,8
48369,4,4,4,4,4,4,4,7
48370,5,5,5,5,5,5,5,5
48371,7,7,7,7,7,7,7,7
48372,8,8,8,8,8,8,8,8
48373,9,9,9,9,9,9,9,9
48374,5,5,5,5,5,5,5,5
48375,9,9,9,9,9,9,9,9
48376,4,4,4,4,4,6,6,6
48377,3,3,3,3,3,3,3,3
48378,1,1,1,1,1,1,1,1
48379,5,5,5,5,5,5,5,5
48380,8,8,8,8,8,8,8,8
48381,9,9,9,9,9,9,9,9
48382,4,4,4,4,4,4,4,4
48383,0,0,0,0,0,0,0,0
48384,6,6,6,6,6,6,6,6
48385,5,5,5,5,5,5,5,5
48386,4,4,4,4,4,4,4,4
48387,5,5,5,5,5,5,5,5
48388,2,2,2,2,2,2,2,2
48389,6,6,6,6,6,6,6,6
48390,2,2,2,2,2,2,2,2
48391,5,5,5,5,5,5,3,5
48392,6,6,6,6,6,6,6,6
48393,8,0,0,8,8,0,0,0
48394,0,0,0,0,0,0,0,0
48395,9,9,9,9,9,9,9,9
48396,3,3,3,3,3,3,3,3
48397,3,3,3,3,3,3,3,5
48398,4,4,4,4,4,4,6,2
48399,6,6,6,6,6,6,6,6
48400,5,5,5,5,5,5,5,5
48401,4,4,4,4,4,4,4,4
48402,4,7,4,4,4,4,3,3
48403,0,0,0,0,0,0,0,0
48404,7,7,7,7,7,7,7,7
48405,0,0,0,0,0,0,3,3
48406,4,4,4,4,4,4,4,4
48407,3,3,3,3,3,3,3,3
48408,2,3,2,2,2,2,3,3
48409,0,0,0,0,0,0,0,0
48410,7,7,7,7,7,7,7,7
48411,0,0,0,0,0,0,0,0
48412,5,5,5,5,5,5,5,5
48413,2,2,2,2,2,2,2,2
48414,9,9,9,9,9,9,9,9
48415,9,9,9,9,9,9,9,9
48416,7,7,7,7,7,7,7,7
48417,7,7,7,7,7,7,7,7
48418,9,9,9,9,9,9,9,9
48419,9,9,9,9,9,9,9,9
48420,0,0,0,0,0,0,0,0
48421,8,8,8,8,8,8,8,8
48422,3,3,3,3,3,3,6,6
48423,6,6,6,6,6,6,4,4
48424,4,4,4,4,4,4,4,4
48425,0,0,0,0,0,0,0,0
48426,3,3,3,3,3,3,3,3
48427,3,3,3,3,3,3,3,3
48428,1,1,1,1,1,1,1,1
48429,8,8,8,8,8,8,8,0
48430,1,1,1,1,1,1,1,1
48431,3,3,3,3,3,3,3,3
48432,3,4,3,3,3,3,3,3
48433,9,9,9,9,9,9,9,9
48434,1,1,1,1,1,1,1,1
48435,8,8,8,8,8,8,8,8
48436,8,8,8,8,8,8,8,8
48437,0,0,0,0,0,0,7,7
48438,9,9,9,9,9,9,9,9
48439,7,3,7,7,7,7,3,3
48440,7,7,7,7,7,7,7,7
48441,0,0,0,0,0,0,0,0
48442,7,7,7,7,7,7,7,7
48443,8,8,8,8,8,8,8,8
48444,0,0,0,0,0,0,0,0
48445,8,8,8,8,8,8,8,8
48446,4,4,4,4,4,4,4,4
48447,0,0,0,0,0,0,0,0
48448,7,7,7,7,7,7,4,4
48449,9,9,9,9,9,9,9,9
48450,4,4,4,4,4,4,4,4
48451,7,7,7,7,7,7,7,7
48452,8,8,8,8,8,8,8,8
48453,4,4,4,4,4,4,3,3
48454,9,9,9,9,9,9,9,9
48455,1,1,1,1,1,1,1,1
48456,0,0,0,0,0,0,0,3
48457,1,1,1,1,1,1,9,9
48458,3,5,3,3,3,3,3,3
48459,8,8,8,8,8,8,8,8
48460,4,4,4,4,4,4,4,4
48461,4,2,4,4,4,4,2,2
48462,5,5,5,5,5,5,5,5
48463,3,3,3,3,3,3,3,3
48464,4,4,4,4,4,4,4,4
48465,5,5,5,5,5,5,5,5
48466,9,9,9,9,9,9,9,9
48467,8,8,8,8,8,8,8,8
48468,8,8,8,8,8,8,8,8
48469,4,4,4,4,4,4,4,4
48470,7,7,7,7,7,7,7,7
48471,2,2,2,2,2,2,0,0
48472,8,8,8,8,8,8,8,8
48473,0,0,0,0,0,0,0,8
48474,8,8,8,8,8,8,8,8
48475,6,6,6,6,6,6,6,6
48476,3,3,3,3,3,3,3,3
48477,9,9,9,9,9,9,9,9
48478,5,5,5,5,5,5,5,5
48479,2,2,2,2,2,2,2,4
48480,7,7,7,7,7,7,7,7
48481,4,4,4,4,4,4,4,4
48482,0,0,0,0,0,0,0,0
48483,5,5,5,5,5,5,5,5
48484,1,1,1,1,1,1,1,1
48485,7,7,7,7,7,7,7,0
48486,6,6,6,6,6,6,6,6
48487,2,2,2,2,2,2,2,2
48488,8,8,8,8,8,8,8,8
48489,0,0,0,0,0,0,0,0
48490,5,5,5,5,5,5,5,5
48491,7,7,7,7,7,7,7,7
48492,5,5,5,5,5,5,5,5
48493,5,5,5,5,5,5,5,5
48494,3,6,3,3,3,3,3,3
48495,1,1,1,1,1,1,1,9
48496,5,5,5,5,5,5,5,5
48497,8,8,8,8,8,8,8,8
48498,7,7,7,7,7,7,7,7
48499,9,9,9,9,9,9,9,9
48500,7,7,7,7,7,7,7,7
48501,4,4,4,4,4,4,4,4
48502,0,0,0,0,0,0,0,0
48503,6,6,6,6,6,6,6,6
48504,1,1,1,1,1,1,1,1
48505,1,1,1,1,1,1,1,1
48506,2,2,2,2,2,2,2,2
48507,5,5,5,5,5,5,5,5
48508,4,4,4,4,4,4,4,4
48509,9,9,9,9,9,9,9,9
48510,6,6,6,6,6,6,6,6
48511,7,7,7,7,7,7,7,7
48512,9,9,9,9,9,9,9,9
48513,9,9,9,9,9,9,9,9
48514,6,6,6,6,6,6,6,6
48515,8,8,8,8,8,8,8,8
48516,3,3,3,3,3,3,3,3
48517,9,9,9,9,9,9,9,9
48518,9,9,9,9,9,9,9,9
48519,9,9,9,9,9,9,9,9
48520,7,7,7,7,7,7,7,4
48521,1,1,1,1,1,1,1,1
48522,7,7,7,7,7,7,7,7
48523,0,0,0,0,0,0,0,0
48524,2,2,2,2,2,2,2,2
48525,1,1,1,1,1,1,1,1
48526,8,8,8,8,8,8,8,8
48527,6,6,6,6,6,6,6,6
48528,3,3,3,3,3,3,3,3
48529,4,4,4,4,4,4,4,4
48530,5,5,5,5,5,5,5,5
48531,3,3,3,3,3,3,3,3
48532,0,0,0,0,0,0,0,0
48533,2,2,2,2,2,2,2,2
48534,0,0,0,0,0,0,9,9
48535,6,6,6,6,6,6,6,6
48536,3,3,3,3,3,3,6,6
48537,8,8,8,8,8,8,8,8
48538,7,7,7,7,7,7,7,7
48539,1,1,1,1,1,1,1,1
48540,3,3,3,3,3,3,3,3
48541,3,3,3,3,3,3,3,3
48542,8,8,8,8,8,8,8,8
48543,6,6,6,6,6,6,6,6
48544,6,6,6,6,6,6,6,6
48545,0,0,0,0,0,0,0,0
48546,1,1,1,1,1,1,1,1
48547,7,7,7,7,7,7,7,7
48548,7,7,7,7,7,7,7,7
48549,9,9,9,9,9,9,9,9
48550,3,3,4,3,3,3,3,3
48551,8,8,8,8,8,8,8,8
48552,1,1,1,1,1,1,1,1
48553,4,4,4,4,4,4,4,4
48554,2,2,2,2,2,2,6,6
48555,5,5,5,5,5,5,5,5
48556,7,7,7,7,7,7,7,7
48557,8,8,8,8,8,8,8,8
48558,1,1,1,1,1,1,1,1
48559,4,4,4,4,4,4,4,4
48560,2,2,2,2,2,2,2,2
48561,5,5,5,5,5,5,5,7
48562,1,9,1,1,1,1,9,9
48563,5,5,5,5,5,5,5,5
48564,1,1,1,1,1,1,1,1
48565,3,3,3,3,3,3,3,3
48566,5,5,5,5,5,5,5,5
48567,1,1,1,1,1,1,1,1
48568,1,1,1,1,1,1,1,1
48569,8,8,8,8,8,8,8,8
48570,8,8,8,8,8,8,0,0
48571,4,4,4,4,4,4,4,4
48572,2,0,2,2,2,2,0,3
48573,7,7,7,7,7,7,7,7
48574,3,3,3,3,3,3,3,3
48575,7,7,7,7,7,7,7,7
48576,9,9,9,9,9,9,9,9
48577,2,2,2,2,2,2,2,2
48578,3,3,3,3,3,3,3,3
48579,2,2,2,2,2,2,2,2
48580,9,9,9,9,9,9,0,0
48581,9,9,9,9,9,9,9,9
48582,0,0,0,0,0,0,3,3
48583,7,7,7,7,7,7,7,7
48584,1,1,1,1,1,1,1,1
48585,8,8,8,8,8,8,8,8
48586,6,6,6,6,6,6,6,6
48587,1,1,1,1,1,1,1,1
48588,8,8,8,8,8,8,8,8
48589,4,4,4,4,4,4,4,4
48590,6,6,6,6,6,6,6,6
48591,0,0,0,0,0,0,0,0
48592,9,9,9,9,9,9,9,9
48593,7,7,7,7,7,7,7,7
48594,3,5,5,3,3,3,3,3
48595,3,3,3,3,3,3,3,3
48596,2,2,2,2,2,2,2,2
48597,0,0,0,0,0,0,0,0
48598,2,2,2,2,2,2,2,2
48599,2,2,2,2,2,2,5,5
48600,9,9,9,9,9,9,9,9
48601,7,7,7,7,7,7,4,4
48602,9,9,9,9,9,9,9,9
48603,4,3,4,4,4,4,3,3
48604,5,5,5,5,5,5,5,5
48605,8,8,8,8,8,8,8,8
48606,5,5,5,5,5,5,5,5
48607,7,7,7,7,7,7,7,7
48608,8,1,8,8,8,8,0,0
48609,7,7,7,7,7,7,7,5
48610,7,7,7,7,7,7,7,7
48611,2,2,2,2,2,2,2,2
48612,3,3,3,3,3,3,5,5
48613,3,3,3,3,3,3,3,3
48614,6,6,6,6,6,6,6,6
48615,4,4,4,4,4,4,4,4
48616,1,1,1,1,1,1,1,1
48617,6,6,6,6,6,6,6,6
48618,9,9,9,9,9,9,9,9
48619,2,0,2,2,2,2,3,3
48620,2,2,2,2,2,2,2,2
48621,8,8,8,8,8,8,8,8
48622,2,2,2,2,2,2,2,2
48623,8,8,8,8,8,8,8,8
48624,7,7,7,7,7,7,7,7
48625,1,1,1,1,1,1,1,1
48626,5,5,5,5,5,5,5,5
48627,8,8,8,8,8,8,8,8
48628,1,9,1,1,1,9,9,9
48629,8,8,8,8,8,8,8,8
48630,6,6,6,6,6,6,6,6
48631,0,0,0,0,0,0,0,0
48632,2,2,2,2,2,2,2,6
48633,8,8,8,8,8,8,8,8
48634,6,6,6,6,6,6,6,6
48635,0,0,0,0,0,0,0,0
48636,9,9,9,9,9,9,9,9
48637,0,0,0,0,0,0,0,0
48638,9,9,9,9,9,9,9,9
48639,1,1,1,1,1,1,1,1
48640,3,3,3,3,3,3,3,3
48641,6,6,6,6,6,6,6,6
48642,6,6,6,6,6,6,6,6
48643,4,4,4,4,4,4,4,4
48644,1,1,1,1,1,1,1,1
48645,2,2,2,2,2,2,2,2
48646,7,7,7,7,7,7,7,7
48647,4,4,4,4,4,4,4,4
48648,1,1,1,1,1,1,1,1
48649,7,7,7,7,7,7,7,7
48650,9,9,9,9,9,9,9,9
48651,9,9,9,9,9,9,9,9
48652,4,4,4,4,4,4,4,4
48653,6,6,6,6,6,6,6,6
48654,2,2,2,2,2,2,2,2
48655,6,6,6,6,6,6,6,6
48656,7,7,7,7,7,7,7,7
48657,4,4,4,4,4,4,4,4
48658,2,2,2,2,2,2,2,2
48659,6,6,6,6,6,6,6,6
48660,4,4,4,4,4,4,4,4
48661,5,5,5,5,5,5,5,5
48662,1,1,1,1,1,1,9,9
48663,5,5,5,5,5,5,3,3
